#separator:Pipe          
#notetype:Latin Conjugation
#deck column:7
#columns:Verb|Conjugated Verb|Conjugation Meaning|Greek Sentence|English Sentence|Morphology|Deck
ἔχω|σχεῖν|to have (once)|λέγει <v>σχεῖν</v> τὸ βιβλίον χθές.|He says he had the book yesterday.|__ __ aor. act. inf.|Greek Conjugation::2. ἔχω
ἔχω|ἐσχηκέναι|to have had|φησὶν <v>ἐσχηκέναι</v> πολλὰ χρήματα.|He says he has had much money.|__ __ perf. act. inf.|Greek Conjugation::2. ἔχω
ἔχω|ἔχεσθαι|to be held|τὸ <v>ἔχεσθαι</v> ὑπὸ φίλων καλόν ἐστιν.|To be held by friends is good.|__ __ pres. mid/pass. inf.|Greek Conjugation::2. ἔχω
ἔχω|ἕξεσθαι|to be about to hold for oneself|λέγει <v>ἕξεσθαι</v> τὸ ὅπλον.|He says he will hold the weapon for himself.|__ __ fut. mid. inf.|Greek Conjugation::2. ἔχω
ἔχω|σχέσθαι|to hold oneself/be held (once)|φησὶ <v>σχέσθαι</v> τοῦ ἔργου.|He says he held himself back from the work.|__ __ aor. mid. inf.|Greek Conjugation::2. ἔχω
ἔχω|ἐσχῆσθαι|to have been held|λέγεται <v>ἐσχῆσθαι</v> ὑπὸ τῶν πολεμίων.|It is said to have been held by the enemies.|__ __ perf. mid/pass. inf.|Greek Conjugation::2. ἔχω
ἔχω|ἔχων|having/holding|ὁ ἀνὴρ <v>ἔχων</v> τὸ βιβλίον σοφός ἐστιν.|The man having the book is wise.|__ __ pres. act. part. masc. nom. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἔχουσα|having/holding|ἡ γυνὴ <v>ἔχουσα</v> τὸ δῶρον χαίρει.|The woman having the gift rejoices.|__ __ pres. act. part. fem. nom. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἔχον|having/holding|τὸ παιδίον <v>ἔχον</v> τὴν σφαῖραν παίζει.|The child having the ball plays.|__ __ pres. act. part. neut. nom. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἔχοντος|having/holding|ἡ φωνὴ τοῦ ἀνδρὸς <v>ἔχοντος</v> τὴν λύραν καλή ἐστιν.|The voice of the man having the lyre is beautiful.|__ __ pres. act. part. masc. gen. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἐχούσης|having/holding|ὁ υἱὸς τῆς μητρὸς <v>ἐχούσης</v> τὸν ἄρτον πεινᾷ.|The son of the mother having the bread is hungry.|__ __ pres. act. part. fem. gen. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἔχοντι|having/holding|τῷ ἀνδρὶ <v>ἔχοντι</v> τὸ ξίφος πιστεύω.|I trust the man having the sword.|__ __ pres. act. part. masc. dat. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἐχούσῃ|having/holding|τῇ γυναικὶ <v>ἐχούσῃ</v> τὸν οἶνον εὔχομαι.|I pray to the woman having the wine.|__ __ pres. act. part. fem. dat. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἔχοντα|having/holding|τὸν ἄνδρα <v>ἔχοντα</v> τὸ ἀργύριον ὁρῶ.|I see the man having the money.|__ __ pres. act. part. masc. acc. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἔχουσαν|having/holding|τὴν γυναῖκα <v>ἔχουσαν</v> τὴν σοφίαν θαυμάζω.|I admire the woman having wisdom.|__ __ pres. act. part. fem. acc. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἔχοντες|having/holding|οἱ ἄνδρες <v>ἔχοντες</v> τὰ ὅπλα μάχονται.|The men having weapons fight.|__ __ pres. act. part. masc. nom. pl.|Greek Conjugation::2. ἔχω
ἔχω|ἔχουσαι|having/holding|αἱ γυναῖκες <v>ἔχουσαι</v> τὰ τέκνα φεύγουσιν.|The women having children flee.|__ __ pres. act. part. fem. nom. pl.|Greek Conjugation::2. ἔχω
ἔχω|ἔχοντα|having/holding|τὰ παιδία <v>ἔχοντα</v> τὰ βιβλία μανθάνει.|The children having books learn.|__ __ pres. act. part. neut. nom. pl.|Greek Conjugation::2. ἔχω
ἔχω|ἕξων|about to have|ὁ ἀνὴρ <v>ἕξων</v> τὴν ἀρχὴν παρασκευάζεται.|The man about to have power prepares.|__ __ fut. act. part. masc. nom. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἕξουσα|about to have|ἡ γυνὴ <v>ἕξουσα</v> τὸν γάμον χαίρει.|The woman about to have the wedding rejoices.|__ __ fut. act. part. fem. nom. sg.|Greek Conjugation::2. ἔχω
ἔχω|σχών|having gotten|ὁ ἀνὴρ <v>σχών</v> τὴν νίκην στεφανοῦται.|The man having gotten victory is crowned.|__ __ aor. act. part. masc. nom. sg.|Greek Conjugation::2. ἔχω
ἔχω|σχοῦσα|having gotten|ἡ πόλις <v>σχοῦσα</v> τὴν εἰρήνην εὐδαιμονεῖ.|The city having gotten peace prospers.|__ __ aor. act. part. fem. nom. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἐσχηκώς|having had|ὁ <v>ἐσχηκώς</v> πολλὰ χρήματα νῦν πένης ἐστίν.|The one having had much money is now poor.|__ __ perf. act. part. masc. nom. sg.|Greek Conjugation::2. ἔχω
ἔχω|ἐσχηκυῖα|having had|ἡ <v>ἐσχηκυῖα</v> τὴν νόσον νῦν ὑγιαίνει.|She who has had the disease is now healthy.|__ __ perf. act. part. fem. nom. sg.|Greek Conjugation::2. ἔχω
γίγνομαι|γίγνομαι|I become|ὁ ἄνθρωπος <v>γίγνομαι</v>.|I become the person.|1P sg. pres. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνει|you become|σὺ <v>γίγνει</v> σοφός.|You become wise.|2P sg. pres. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνεται|he/she/it becomes|<v>γίγνεται</v> νύξ.|Night falls.|3P sg. pres. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γιγνόμεθα|we become|<v>γιγνόμεθα</v> διδάσκαλοι.|We become teachers.|1P pl. pres. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνεσθε|you become|ὑμεῖς <v>γίγνεσθε</v> ἄνδρες ἀγαθοί.|You become good men.|2P pl. pres. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνονται|they become|πολλὰ <v>γίγνονται</v> ἐν τῇ πόλει.|Many things happen in the city.|3P pl. pres. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνεσθον|you two become|σφὼ <v>γίγνεσθον</v> φίλω.|You two become friends.|2P dual. pres. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνεσθον|they two become|τὼ παῖδε <v>γίγνεσθον</v> σοφώ.|The two children become wise.|3P dual. pres. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγιγνόμην|I was becoming|<v>ἐγιγνόμην</v> βελτίων.|I was becoming better.|1P sg. impf. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγίγνου|you were becoming|<v>ἐγίγνου</v> χείρων.|You were becoming worse.|2P sg. impf. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγίγνετο|he/she/it was becoming|ταῦτα <v>ἐγίγνετο</v> χθές.|These things were happening yesterday.|3P sg. impf. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγιγνόμεθα|we were becoming|<v>ἐγιγνόμεθα</v> φίλοι.|We were becoming friends.|1P pl. impf. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγίγνεσθε|you were becoming|<v>ἐγίγνεσθε</v> μαθηταί.|You were becoming students.|2P pl. impf. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγίγνοντο|they were becoming|οἱ λόγοι <v>ἐγίγνοντο</v> ἀληθεῖς.|The words were becoming true.|3P pl. impf. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγίγνεσθον|you two were becoming|<v>ἐγίγνεσθον</v> ἀδελφώ.|You two were becoming brothers.|2P dual. impf. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγιγνέσθην|they two were becoming|τὼ ἄνδρε <v>ἐγιγνέσθην</v> στρατηγώ.|The two men were becoming generals.|3P dual. impf. mid/pass. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γενήσομαι|I will become|<v>γενήσομαι</v> βασιλεύς.|I will become king.|1P sg. fut. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γενήσει|you will become|<v>γενήσει</v> διδάσκαλος.|You will become a teacher.|2P sg. fut. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γενήσεται|he/she/it will become|πόλεμος <v>γενήσεται</v>.|War will happen.|3P sg. fut. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γενησόμεθα|we will become|<v>γενησόμεθα</v> εὐδαίμονες.|We will become happy.|1P pl. fut. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γενήσεσθε|you will become|<v>γενήσεσθε</v> σοφοί.|You will become wise.|2P pl. fut. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γενήσονται|they will become|ταῦτα <v>γενήσονται</v>.|These things will happen.|3P pl. fut. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γενήσεσθον|you two will become|<v>γενήσεσθον</v> στρατιώτα.|You two will become soldiers.|2P dual. fut. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γενήσεσθον|they two will become|τὼ παῖδε <v>γενήσεσθον</v> ἄνδρε.|The two boys will become men.|3P dual. fut. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγενόμην|I became|<v>ἐγενόμην</v> φιλόσοφος.|I became a philosopher.|1P sg. aor. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγένου|you became|<v>ἐγένου</v> ἰατρός.|You became a doctor.|2P sg. aor. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγένετο|he/she/it became|οὕτως <v>ἐγένετο</v>.|Thus it happened.|3P sg. aor. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγενόμεθα|we became|<v>ἐγενόμεθα</v> πολῖται.|We became citizens.|1P pl. aor. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγένεσθε|you became|<v>ἐγένεσθε</v> ἥρωες.|You became heroes.|2P pl. aor. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγένοντο|they became|πολλοὶ πόλεμοι <v>ἐγένοντο</v>.|Many wars happened.|3P pl. aor. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγένεσθον|you two became|<v>ἐγένεσθον</v> ἄρχοντε.|You two became rulers.|2P dual. aor. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγενέσθην|they two became|τὼ ἄνδρε <v>ἐγενέσθην</v> φίλω.|The two men became friends.|3P dual. aor. mid. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γέγονα|I have become|<v>γέγονα</v> πατήρ.|I have become a father.|1P sg. perf. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γέγονας|you have become|<v>γέγονας</v> ἀνήρ.|You have become a man.|2P sg. perf. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γέγονε(ν)|he/she/it has become|<v>γέγονε</v> μέγας.|He has become great.|3P sg. perf. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γεγόναμεν|we have become|<v>γεγόναμεν</v> σοφοί.|We have become wise.|1P pl. perf. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γεγόνατε|you have become|<v>γεγόνατε</v> ἰσχυροί.|You have become strong.|2P pl. perf. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γεγόνασι(ν)|they have become|πολλὰ <v>γεγόνασιν</v>.|Many things have happened.|3P pl. perf. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γέγονατον|you two have become|<v>γέγονατον</v> διδασκάλω.|You two have become teachers.|2P dual. perf. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γέγονατον|they two have become|τὼ παῖδε <v>γέγονατον</v> ἄνδρε.|The two boys have become men.|3P dual. perf. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγεγόνειν|I had become|<v>ἐγεγόνειν</v> στρατηγός.|I had become a general.|1P sg. plup. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγεγόνεις|you had become|<v>ἐγεγόνεις</v> βασιλεύς.|You had become king.|2P sg. plup. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγεγόνει|he/she/it had become|τοῦτο <v>ἐγεγόνει</v>.|This had happened.|3P sg. plup. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγεγόνεμεν|we had become|<v>ἐγεγόνεμεν</v> πλούσιοι.|We had become rich.|1P pl. plup. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγεγόνετε|you had become|<v>ἐγεγόνετε</v> δοῦλοι.|You had become slaves.|2P pl. plup. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγεγόνεσαν|they had become|πολλὰ <v>ἐγεγόνεσαν</v>.|Many things had happened.|3P pl. plup. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγεγόνειτον|you two had become|<v>ἐγεγόνειτον</v> μαθητά.|You two had become students.|2P dual. plup. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|ἐγεγονείτην|they two had become|τὼ ἄνδρε <v>ἐγεγονείτην</v> φίλω.|The two men had become friends.|3P dual. plup. act. ind.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνωμαι|I become|ὅταν <v>γίγνωμαι</v> σοφός, χαίρω.|When I become wise, I rejoice.|1P sg. pres. mid/pass. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνῃ|you become|ὅταν <v>γίγνῃ</v> ἀνήρ, μάχου.|When you become a man, fight.|2P sg. pres. mid/pass. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνηται|he/she/it becomes|ὅταν νὺξ <v>γίγνηται</v>, οἴκαδε ἔρχομαι.|When it becomes night, I go home.|3P sg. pres. mid/pass. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γιγνώμεθα|we become|ἐὰν <v>γιγνώμεθα</v> ἀγαθοί, εὐδαίμονες ἐσόμεθα.|If we become good, we will be happy.|1P pl. pres. mid/pass. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνησθε|you become|ἐὰν <v>γίγνησθε</v> φίλοι, χαιρήσω.|If you become friends, I will rejoice.|2P pl. pres. mid/pass. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνωνται|they become|ὅταν <v>γίγνωνται</v> πολῖται, ψηφίζονται.|When they become citizens, they vote.|3P pl. pres. mid/pass. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνησθον|you two become|ἐὰν <v>γίγνησθον</v> διδάσκαλοι, μαθήσομαι.|If you two become teachers, I will learn.|2P dual. pres. mid/pass. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνησθον|they two become|ἐὰν <v>γίγνησθον</v> ἐχθροί, φευξόμεθα.|If they two become enemies, we will flee.|3P dual. pres. mid/pass. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γένωμαι|I become|ἐὰν <v>γένωμαι</v> στρατηγός, νικήσομεν.|If I become general, we will win.|1P sg. aor. mid. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γένῃ|you become|ἐὰν <v>γένῃ</v> πλούσιος, μέμνησο τῶν φίλων.|If you become rich, remember your friends.|2P sg. aor. mid. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γένηται|he/she/it becomes|ἐὰν τοῦτο <v>γένηται</v>, χαλεπὸν ἔσται.|If this happens, it will be difficult.|3P sg. aor. mid. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γενώμεθα|we become|ἐὰν <v>γενώμεθα</v> σοφοί, εὖ πράξομεν.|If we become wise, we will do well.|1P pl. aor. mid. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γένησθε|you become|ἐὰν <v>γένησθε</v> δίκαιοι, τιμήσω ὑμᾶς.|If you become just, I will honor you.|2P pl. aor. mid. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γένωνται|they become|ἐὰν <v>γένωνται</v> ἄριστοι, νικήσουσιν.|If they become the best, they will win.|3P pl. aor. mid. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γένησθον|you two become|ἐὰν <v>γένησθον</v> φίλω, χαρήσομαι.|If you two become friends, I will be glad.|2P dual. aor. mid. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γένησθον|they two become|ἐὰν <v>γένησθον</v> συμμάχω, ἰσχυροὶ ἐσόμεθα.|If they two become allies, we will be strong.|3P dual. aor. mid. subj.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνου|become!|<v>γίγνου</v> ἀγαθός.|Become good!|2P sg. pres. mid/pass. imp.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνεσθε|become! (plural)|<v>γίγνεσθε</v> σοφοί.|Become wise! (plural)|2P pl. pres. mid/pass. imp.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνεσθον|become! (dual)|<v>γίγνεσθον</v> φίλω.|Become friends! (dual)|2P dual. pres. mid/pass. imp.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γενοῦ|become!|<v>γενοῦ</v> ἀνὴρ ἄριστος.|Become the best man!|2P sg. aor. mid. imp.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γένεσθε|become! (plural)|<v>γένεσθε</v> δίκαιοι.|Become just! (plural)|2P pl. aor. mid. imp.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γένεσθον|become! (dual)|<v>γένεσθον</v> ἑταίρω.|Become companions! (dual)|2P dual. aor. mid. imp.|Greek Conjugation::3. γίγνομαι
γίγνομαι|γίγνεσθαι|to become, happen|ἔφη <v>γίγνεσθαι</v> τὰ πράγματα.|He said the events were happening.|__ __ pres. inf. mid/pass. __ __|Greek Conjugation::3. γίγνομαι
γίγνομαι|γενήσεσθαι|to be about to become|ἔλεγε <v>γενήσεσθαι</v> βασιλεύς.|He said he would become king.|__ __ fut. inf. mid. __ __|Greek Conjugation::3. γίγνομαι
